id	en	ja	es	de	fr	it	pt_BR	es_US	pl	zh	tr	se	en_US	ru
														
event21_name	The Ring of Wishes	白い世界リングゲット！	El Anillo de la Ambición	Der weiße Weltenring		Preso l'Anello Mondiale Bianco!	Anel dos Desejos	¡Obteniendo el Anillo blanco de los Deseos!	Pierścień Życzeń		Dilek Yüzüğü		Got the White World Ring!	Вы получили белое\nМировое кольцо!
event21_1	Hey, look at this.	これは…	Este es...	Hey, schau mal!		Questo è...	Ei, olha só.	Es...	Hej, spójrz na to.		Hey, şuna bak.		This is...	Это же...
event21_2	It's a white ring.\nOne of the seven, I'm sure.	７つのリングのひとつ白のリング	Es un Anillo blanco...\nOtro de los siete Anillos.	Ein weißer Ring! Ganz sicher einer der Sieben!		Uno dei sette anelli mondiali, l'anello bianco.	É um anel branco.\nUm dos sete, com certeza.	Uno de los siete Anillos mundiales, el Anillo blanco.	To Biały Pierścień.\nNa pewno jeden z siedmiu.		Bu beyaz bir yüzük.\nYedisinden biri, eminim.		One of the seven rings, the white ring.	Одно из семи колец, белое кольцо.
event21_3	Uh! Definitely one of the World Rings!\nIt feels... it feels like light.	う！　たしかに７つの世界リング…\nこれは光のような力か…	¡Uf! Sí, es uno de ellos...\nTiene un poder parecido a la luz...	Whoa! Definitiv ein Weltenring!\nDieser fühlt sich... wie Licht an!		Uff! sembra proprio une dei sette anelli Mondiali...\nQuesta forza sembra luce...	Ah! Definitivamente é um dos Anéis do Mundo!\nParece... parece uma luz.	Sí, es uno de los siete Anillos. ¿Es como si tuviera el poder de la luz?	Łoł! Rzeczywiście jeden z nich.\nTo uczucie jest jak... jak światło.		Uh! Kesinlikle Dünya Yüzüklerinden biri!\nHafif bir his veriyor... sanki ışık gibi.		Ugh! It really is one of the seven World Rings...\nThis force feels like light...	Агх! Да, это одно из семи Мировых колец...\nУ него сила, подобная свету...
event21_4	To think this little thing...\ncould cause so much trouble.	…全くやっかいなシロモンだぜ	Vaya Anillo más problemático...	Dass dieses winzige Ding so einen\ngigantischen Schaden anrichten kann...		...Che cosa problematica.	E pensar que essa coisinha...\npoderia causar tanto problema.	Esto sería problemático.	Ciężko pomyśleć, że taka mała rzecz...\njest powodem tylu problemów.		Bu küçücük şeyin... bu kadar\nçok soruna yol açabileceğini düşünmek.		...What a troublesome thing.	...однако количество бед не счесть.
event21_5	You mean... the ring?	その…リングが　ですか？	¿Este... Anillo?	Du meinst... den Ring?		Intendi...questo anello?	Você quer dizer... o anel?	¿Hablas de ese anillo?	Masz na myśli... ten Pierścień?		Yani... yüzükten mi bahsediyorsun?		You mean... that ring?	Из-за этого... кольца?
event21_6	Such great power can bring people\neither happiness or misfortune.	大きな力は　人を幸せにもするが\n不幸にもする	Un gran poder puede traer tanto\nfelicidad como miseria.	So eine Macht könnte jemanden das größte Glück\nbescheren, oder das schlimmste Verderben.		Grandi poteri può rendere le persone felici,\nma può anche portarli sventura.	Tanto poder pode trazer\nfelicidade ou sofrimento para as pessoas.	Un gran poder puede traer felicidad a las personas,\npero también desgracias.	Ogromna moc takiego pokroju może\nprzynieść ludziom szczęście lub nieszczęście.		Böylesine büyük bir güç insanlara hem\nmutluluk hem de felaket getirebilir.		Great power can make people happy,\nbut it can also bring them misfortune.	Великая сила, способная нести людям\nлибо счастье, либо горе.
event21_7	There are many such stories told of\nin the Arabian Nights.	…アラビアンナイトの中にも\nそういった物語がいくつかありもす	...Las mil y una noches está repleta\nde historias que lo reflejan.	In Tausendundeine Nacht...\nfinden sich viele solcher Geschichten wieder.		...Ci sono un sacco di racconti\nnelle Mille E Una Notte	Existem varias histórias assim nas Mil e Uma Noites.	Hay varios cuentos de ese tipo\ndentro de """Las mil y una noches""".	Jest wiele takich opowieści\nw Arabskich Nocach.		Binbir Gece Masalları'nda bu\ntürden birçok hikaye anlatılır.		...There are several such tales\nin the Arabian Nights.	В """Тысяче и одной ночи"""... об этом\nнаписано несколько сказок.
event21_8	For instance, this ring seems\nto be filled with """desire."""	たとえば　このリングには人の「願望」が\nつまってるカンジだ	Por ejemplo, este Anillo parece estar repleto de """deseos""".	Dieser Ring hier zum Beispiel scheint\nmit """Wünschen""" erfüllt zu sein.		Per esempio, questo anello sembra\nriempito con i """desideri""" delle persone.	Por exemplo, esse anel parece estar cheio de """desejos."""	Por ejemplo, este Anillo parece estar\nlleno de los deseos de la gente.	Na przykład ten pierścień\nwydaje się być wypełniony """pragnieniem."""		Örneğin, bu yüzük "arzu"\nile dolu gibi görünüyor.		For instance, this ring seems\nto be filled with people's """desires."""	В этом кольце множество людских """желаний""".
event21_9	That could mean aspiration, or maybe\nit could be greed and ambition.	それは希望ともいえるが　話に\nよっては　野望や欲望にもなっちもう	Aunque pueden representar la esperanza,\ntambién la codicia o la avaricia.	Damit könnte Zielstrebigkeit gemeint sein,\naber vielleicht auch Gier und Verlangen.		Potrebbe essere chiamata speranza, ma a seconda della storia,\npuò anche essere ambizione o tentazione.	Isso pode significar aspiração, ou talvez\npossa ser ganância e ambição.	Podría ser esperanza, pero, depende de la\nhistoria, también ambición o lujuria.	To może znaczyć aspirację,\nalbo nawet chciwość lub ambicję.		Bu, özlem anlamına gelebilir ya da belki\nde açgözlülük ve hırs anlamına gelebilir.		It could be called hope, but depending on the story,\nit can also be ambition or temptation.	Таких как """обрести надежду""", но есть\nи различные корысти, даже алчность.
event21_10	...	…	...	...		...	...	...	...		...			А-а?
event21_11	Just what does Erazor want\nby collecting all of these rings?	まったく　こんなもの集めて\nヤツは　ナニをしようってんだ	Madre mía, ¿qué planea hacer ese sinvergüenza con estos anillos?	Was verspricht sich Erazor nur davon,\ndiese Dinger zu sammeln?		Seriamente...Cosa sta cercando di fare\ncollezionando queste cose?	Mas o que será que o Erazor quer com esses anéis?	Carajo, ¿para qué quiere reunir estas cosas?	Serio, co Erazor chcę osiągnąć\nzbierając je wszystkie?		Erazor tüm bu yüzükleri toplayarak\ntam olarak neyi amaçlıyor?		Seriously...What's he trying to do\nby collecting these things?	Чёрт побери, какие же планы\nу Эрейзора на эти кольца...
														
event22_name	Enemy Stronghold	月夜こうかぶ空中宮殿	El Palacio Celeste	Feindliche Hochburg		Palazzo Celeste al Chiaro di Luna	Fortaleza Inimiga	El palacio en el cielo iluminado por la Luna	Twierdza Przeciwnika		Düşman Kalesi		Moonlit Sky Palace	Ограничение по времени\nи обещание, которое не забыть.
event22_1	...And many such spirits\nwere driven to madness.	…いかにも多くのマジンが\n狂気に駆られ	...y fue así que todos esos espíritus,\nmovidos por la locura,	...Und zahllose dieser Geister\nsind dem Wahnsinn anheimgefallen.		...In realtà, molti geni furono impazziti.	...E vários desses espiritos foram levados à loucura.	En efecto... fue culpa mía que tantos majin	... I wiele takich duchów zostało\ndoprowadzonych do szaleństwa.		...Ve bu ruhların birçoğu deliliğe sürüklendi.		...Indeed, many genies were driven mad.	...в общем, многие духи совершенно обезумели.
event22_2	It is my fault that they became\nthe minions of the Erazor Djinn.	あのイレイザー・ジンとやらの手下に\nなったのは　ワシの落ち度じゃ	se convirtieron en esbirros de ese tal\nErazor... Todo por mi culpa.	Es ist allein meine Schuld, dass sie sich\nErazor Djinn angeschlossen haben.		È colpa mia se sono diventati\nservi di Erazor Djinn	É minha culpa eles terem se tornado\nlacaios do Erazor Djinn.	sucumbieran a la locura y se convirtieran\nen secuaces de Erazor, el Genio.	Zostały minionami\nErazora Dżina z mojej winy.		Onların Erazor Cin'inin\nhizmetkarları olmaları benim hatam.		It is my fault that they became\nservants of this Erazor Djinn.	И я виноват в том, что они\nстали служить Эрейзору Джинну.
event22_3	However, by carving up the words\nthat make up our world,	だが　奴は刈り取った\nこの世界の文字から	Además, ese hombre ha creado\nnuevos espíritus	Dennoch, durch sein Auslöschen der Worte,\ndie diese Welt ausmachen,		Tuttavia, dalle parole di questo mondo\nche ha raccolto,	No entanto, ao ceifar as palavras\nque compõem o nosso mundo,	Sin embargo, él utiliza las palabras que\ncosechó de este mundo	Aczykolwiek, pozbywając się słów,\nktóre tworzą nasz świat,		Ancak, dünyamızı oluşturan\nkelimeleri parçalara ayırarak,		However, from the words of this world\nwhich he harvested,	А ещё... из-за того, что он стёр так много букв,
event22_4	New spirits have also appeared.	新たなマジンを生み出す	a partir de las palabras que cosechó.	sind ebenfalls Geister erschienen.		Lui crea nuovi geni.	novos espiritos também surgiram.	para crear nuevos majin.	Pojawiły się też nowe duchy.		Yeni ruhlar da ortaya çıktı.		He creates new genies.	начали рождаться новые духи.
event22_5	His power is nearly godlike.	その力…\nまさに神のごとしじゃ	Sinceramente... su poder es casi divino.	Seine Macht ist nahezu gottgleich.		Che potere...Veramente divino.	Seu poder é praticamente divino.	Ese poder es digno de un dios.	Jego moc jest praktycznie boska.		Gücü neredeyse tanrısal.		That power...Truly godlike, indeed.	А его мощь... может сравнится с божественной!
event22_6	Godlike, huh...?\nWell, that's a problem, then.	神…だって？\nやっかいなもんだ	¿Divino...?\nVaya fastidio.	Gottgleich, huh...?\nNa, das ist mal ein schönes Schlamassel.		Divino dici? Beh, che fastidio.	Divino, é...?\nBom, então temos um problema.	¿De un dios, dices? Qué fastidio.	Boska, co...?\nNo, to może być problem.		Tanrısal, huh...?\nPeki, bu bir problem, o zaman.		Godlike, you say? Well, isn't that annoying.	Божественной? Звучит как проблема.
event22_7	Even so, supernatural beings like\nthe Erazor Djinn always have weak points	ふむ　ただし神と　いえども\n弱点はある	Sin embargo, los dioses también tienen puntos débiles.	Wie dem auch sei, übernatürliche Wesen,\nwie der Erazor Djinn, haben stets		Comunque gli dei hanno anche loro delle debolezze.	Mesmo assim, seres sobrenaturais como\no Erazor Djinn sempre possuem pontos fracos	Sí. Pero incluso los dioses tienen sus debilidades.	Mimo to, supernaturalne istoty jak\nErazor Dżin zawsze mają swoje słabości		Yine de, Erazor Cin'i gibi doğaüstü\nvarlıkların her zaman zayıf noktaları vardır.		Hmph. Even gods have their weaknesses, however.	Хм. Вот только... даже у богов бывают\nслабые места,
event22_8	That are told of in stories.	さっするに…	Teniendo en cuenta sus orígines...	Schwachpunkte, von denen in Geschichten die Rede ist.		in poche parole...	que são contados nas histórias.	Sospecho...	O których mowa w powieściach.		Hikayelerde anlatılanlar.		Simply put...	как мы знаем из сказок.
event22_9	Huh?	？	¿Hum?	Huh?		Huh?	Hã?	¿Mmm?	Hm?		Huh?			М-м?
event22_10	?	？	¿Hum?	?		?	?	¿Eh?	?		?			А-а?
event22_11	In truth, he is a Genie of the Lamp.\nSomehow, though, he has escaped.	やつの正体はランプの精じゃ\nなにかの理由で外にでたのじゃろう	Sigue siendo el Genio de la Lámpara, pero de\nalguna forma se ha liberado de su interior.	In Wahrheit ist er ein Dschinni der Wunderlampe.\nIrgendwie jedoch ist er entkommen.		La sua vera identità è il Genio della Lampada.\nIn qualche modo è uscito.	Na verdade, ele é um Gênio da Lâmpada.\nPorém, de alguma forma, ele escapou.	Su verdadera naturaleza es la del genio de la lámpara.\nDebe de haber salido por alguna razón.	Prawdą jest, że jest dżinem lampy.\nJednak, jakoś uciekł.		Aslında o bir Lamba Cini.\nAncak bir şekilde kaçmayı başardı.		His true identity is the Genie of the Lamp.\nSomehow, he must have come out.	На самом деле, он джинн лампы.\nИ каким-то образом смог выбраться из неё.
event22_12	If we had the lamp he belongs to,	元のランプがあれば	Si tuviésemos la lámpara\na la que pertenece,	Hätten wir die Lampe, die zu ihm gehört,		Se avessi la lampada originale,	Se nós tivéssemos a lâmpada à qual ele pertence,	Si tuviéramos su lámpara original,	Jeśli byśmy mieli lampę do której należy,		Eğer ona ait olan lambaya sahip olsaydık,		If you had the original lamp,	Будь у нас эта лампа, мы могли бы
event22_13	It could be possible to seal\nhim away again... forever.	やつの力を封じることが\nできるかもしれん	creo que podríamos confinar\na él y a su poder.	ergäbe sich gewiss die Möglichkeit,\nihn erneut zu versiegeln, auf ewig.		Potresti sigillare il suo potere.	talvez seria possível selá-lo\nnovamente... para sempre.	tal vez podríamos sellar su poder.	Możliwe jest, że możemy go\nznowu w niej uwięzić... Na zawsze.		Onu tekrar sonsuza dek hapsetmek mümkün olabilir...		You might be able to seal his power.	попробовать заточить его обратно.
event22_14	Lamp, huh?	ランプ…か	La lámpara, ¿eh?	Die Lampe, huh?		Lampada, eh?	Uma lâmpada, é?	¿Su lámpara?	Lampa, ta?		Lamba, huh?		Lamp, huh...?	Лампа, значит?
event22_15	Hmmm... there is one problem, though.	ふむ…	Mmmm...	Hmmm... Es besteht jedoch ein Problem.		Hmph...	Hmmm... mas há um problema.	Sí...	Hmm... jest tylko jeden problem.		Hmm... ama bir sorun var.		Hmph...	Хм...
event22_16	Returning the lost stories to their original\nstate requires greater power than we have.	失われた物語を元にもどすことは\nうばうより　強大な力が必要じゃ	Recuperar historias perdidas requiere\nmucho más poder que arrebatarlas.	Den verlorenen Geschichten zu ihrer alten Pracht zu verhelfen,\nverlangt nach größerer Macht als uns zur Verfügung steht.		Restaurare storie perdute richiede molto più potere\npiuttosto che rubarli.	Restaurar as histórias perdidas ao estado original requer muito mais poder do que temos.	Pero restaurar una historia perdida requiere un\npoder mucho mayor que el que la borró.	Przywrócenie straconych opowieści do ich\npierwotnego stanu wymaga więcej mocy, której nie mamy.		Kaybolmuş hikayeleri asıl hallerine döndürmek,\nsahip olduğumuzdan daha büyük bir güç gerektiriyor.		Restoring lost stories requires far more power\nthan stealing them away.	Чтобы восстановить стёртые сказки,\nпотребуется немалая сила.
event22_17	It would take a miracle.	それこそ奇跡ともいえる\n力がじゃ	Haría falta un poder casi milagroso\npara lograrlo...	Es verlangt nach einem Wunder.		Tale potere sara niente di meno che un miracolo.	Seria preciso um milagre.	Un poder que podría considerarse milagroso.	Potrzebowalibyśmy cudu.		Bu ancak bir mucizeyle olabilir.		Such power would be nothing short of miraculous.	Нам поможет, разве что, какое-нибудь чудо.
event22_18	Leave it to me.\nThat's why I'm here, after all.	まかせとけって\nそのために　きたんだぜ	Yo me ocupo. Por algo estoy aquí.	Ach, nur nicht den Kopf verlieren.\nDafür bin ich ja hier!		Lascia fare a me.\nÈ perchè sono qui dopotutto.	Deixa comigo.\nÉ pra isso que eu tô aqui, afinal.	Déjemelo a mí. Para eso estoy aquí.	Zostaw to mnie.\nW końcu po to tutaj jestem.		Bunu bana bırakın.\nZaten bunun için buradayım.			Положись на меня!\nЯ здесь именно для этого.
event22_19	I see. So, then you are the legendary\nblue hedgehog...	なるほど　おぬしか\n伝説のハリネズミとやらは…	Ya veo... Conque tú eres el supuesto\nerizo legendario.	Verstehe.\nDann musst du also der legendäre blaue Igel sein...		Capisco. Quindi, sei tu quel riccio leggendario...	Entendo. Então você é\no lendário ouriço azul...	¡Ya veo, eres tú! El legendario erizo, ¿verdad?	Rozumiem. Więc,\nty jesteś legendarnym niebieskim jeżem...		Anladım. Öyleyse sen\nefsanevi mavi kirpisin...		I see. So, you are that legendary hedgehog...	Всё понятно.\nЗначит, это ты... тот легендарный ёж?
event22_20	A great curse has been placed upon you.	ずいぶん　呪われとるぞ	Portas una terrible maldición.	Ein schrecklicher Fluch wurde dir auferlegt.		Sembri proprio maledetto, non è vero?	Uma grande maldição foi lançada sobre você.	Estás completamente maldito.	Wielka klątwa została na tobie położona.		Sana büyük bir lanet geldi.		You are quite cursed, aren't you?	Тебя прокляли.
event22_21	I can see in your eyes,\nthe grim fate that awaits you.	おぬしの瞳からは\n地獄がみえるわぃ	Puedo ver un destino siniestro en tus ojos.	Ich erkenne in deinen Augen das finstere Schicksal,\ndas dich erwartet.		Posso vedere l'inferno nei tuoi occhi.	Posso ver em seus olhos\no destino sombrio que lhe aguarda.	El mismísimo infierno se refleja en tus ojos.	W twoich oczach widzę ciemny los,\nktóry na Ciebie czeka..		Gözlerinde seni bekleyen\nacımasız kaderi görebiliyorum.		I can see hell in your eyes.	Я вижу в твоих глазах... самый настоящий ад.
event22_22	Hey, quit staring.\nYou're giving me the creeps!	そんなに　のぞくなよ　ジイさん\nテレるだろ	Deja de clavarme la mirada, abuelete,\nque me da repelús.	Hey, genug geglotzt!\nMir läuft's schon kalt die Stacheln runter!		Basta guardarmi così tanto nonnetto!\nMi farai diventare nervoso!	Ei, para de me olhar assim.\nTá me dando arrepios!	No me mire tanto, abuelo. Es vergonzoso.	Hey, przestań się tak gapić!\nPrzerażaja mnie te twoje gały!		Hey, bakmayı bırak.\nBeni ürkütüyorsun!		Don't stare so much, gramps!\nI'll get flustered!	А... Не глазей так на меня, дедуля,\nменя это смущает!
event22_23	Hm. I am a bit hesitant to put this\nupon you, but... I will tell you this.	ふん　おぬしに　賭けるのは\nちょいと不安じゃが…　教えよう	Hum. No sé si apostar por ti es la\ndecisión correcta, pero lo haré.	Ich bin nicht sicher, ob ich dir das aufbürden sollte,\ndoch ich gebe dir Folgendes mit auf den Weg.		Mm. Mi sento un po a disagio a lasciare tutto a te,\nma...Fammi dire questo.	Hm. Estou um pouco relutante em lhe contar isso, mas...\nvou lhe dizer o seguinte.	Mmm... Me inquieta un poco contarte esto, pero lo haré.	Hm, trochę niezdecydowanie Ci\nto mówię, ale... powiem Tobie tak.		Hım. Bunu sana söylemek konusunda\nbiraz tereddütlüyüm ama... şunu söyleyeceğim.		Hm. I feel a bit uneasy betting everything on you,\nbut...Let me tell you something.	Хм... Не знаю, справишься ли ты,\nно слушай очень внимательно.
event22_24	You can find the Erazor Djinn in his palace,\nup in the sky.	奴は　みずからが浮かべた\n空中の宮殿におるわい	Erazor se encuentra en el cielo,\nen el palacio que él mismo hizo levitar.	Du findest Erazor Djinn in seinem Palast,\nhoch am Himmelszelt.		È nel cielo,\nin un palazzo fluttuante che ha innalzato lui.	Você encontrará o Erazor Djinn\nem seu palácio,no céu.	Él reside en el palacio que conjuró en el aire.	Znajdziesz Erazora Dżina w jego\npałacu, wysoko w powietrzu.		Erazor Cini, gökyüzündeki\nsarayında bulabilirsiniz.		He's in the sky,\nin a floating palace that he lifted himself.	Дворец Эрейзора Джинна находится\nвысоко в небесах.
event22_25	Show me that your part of this legend\ncan come true.	伝説の　へんりんぐらい\n見せてもらおうぞ	Ve y demúestranos que eres digno\nde ser leyenda.	Zeige mir, dass dein Teil der Legende\nin Erfüllung gehen kann.		Fammi vedere che la tua parte di questa leggenda\npuò diventare realtà.	Mostre-me que a sua parte nessa lenda\npode se tornar realidade.	Contemplemos un atisbo de esa leyenda.	Pokaż, że ta część legendy\nmoże stać się prawdą.		Bana bu efsanenin senin payına düşen\nkısmının da gerçeğe dönüşebileceğini göster.		Show me some a glimpse of this legend.	Докажи, что частью легенды\nты стал не просто так!
event22_26	Thanks... Now it's time I make a\nlegend for myself, then!	サンキュー\nそれじゃ　伝説でも　つくってくるか	Muchas gracias. Entonces, ¡toca hacer historia!	Danke... Wird wohl Zeit,\ndass ich 'ne eigene Legende schreibe!		Grazie. Suppongo che andrò\na diventare una leggenda allora.	Valeu...\nEntão tá na hora de provar que sou uma lenda!	¡Gracias! ¡Bien, hora de crear mi leyenda!	Dzięki...\nW takim razie zróbmy ze mnie legendę!		Teşekkürler... Şimdi sıra bende, kendime\nbir efsane yaratma zamanı!		Thanks. I guess I'll go\nmake myself a legend, then.	Спасибо! Значит, пришло время\nпоказать свою легендарность!
event22_27	Hold the White World Ring up to\nthe palace gates, and they will open.	宮殿の門の前で白の世界リングを\nかざすのじゃ　それで門はひらく		Halte den weißen Weltenring an den Palasttoren empor,\nund sie werden sich öffnen.		Tieni l'Anello Mondiale Bianco davanti\nal cancello del palazzo, esso si aprirà	Erga o Anel do Mundo Branco em frente\naos portões do palácio, e eles se abrirão.	Levanta el Anillo mundial blanco ante las puertas\ndel palacio. Entonces se abrirán estas.	Trzymaj Biały Pierścień Świata\nprzy bramach pałacu, a otworzą się.		Beyaz Dünya Yüzüğünü saray kapılarına\ndoğru tutun, kapılar açılacaktır.		Hold up the white World Ring in front\nof the palace gate, and it will open.	Принеси белое Мировое кольцо\nк воротам дворца... и они откроются!
event22_28	OK!\nThanks for your help.	ＯＫ！\nためになったぜ　じいさん		Geht klar!\nNochmal danke für die Hilfe!		Okay! Grazie dell'aiuto nonnetto.	Beleza!\nValeu pela ajuda.	¡Okey! ¡Eso fue útil, abuelo!	Okej!\nDzięki za pomoc.		Pekala!\nYardımın için teşekkürler.		OK! Thanks for the help, gramps.	Хорошо!\nСпасибо за помощь, дедуля!
event22_29	I sense death approaching...	ふん⋯\n死相が　でとるわい		Ich spüre, wie der Tod sich nähert...		Mm...Segni di morte stanno apparendo.	Eu sinto a morte se aproximando...	Jum... La muerte se cierne sobre él.	Wyczuwam, jak nadchodzi śmierć...		Ölümün yaklaştığını hissediyorum...		Hm...Signs of death are appearing.	Хм-м...\nСмерть уже подбирается к нему.
														
event23_name	Entering the Palace	タイムリミットとわすれない約束		Betreten des Palastes		Palazzo di Promesse Indimenticabili e Limiti di Tempo	Entrando no Palácio	Plazos y promesas inolvidables	Dotarcie do Pałacu		Saraya Giriş		Time Limits and Unforgettable Promises	Дворец, парящий в небе,\nв свете Луны.
event23_1	Hehehe. Looks like my time limit is\nabout up.	へへ　どうやら　オレの\nタイムリミットも近いみたいだな		Hehehe. Schätze meine Zeit ist fast abgelaufen.		Eheh.\nSembra che il mio tempo sia quasi scaduto.	Hehehe. Parece que meu tempo está acabando.	Je, je, je. ¿Qué tal?\nParece que mi tiempo casi se acaba.	Hehehe...\nNajwidoczniej kończy mi się czas.		Hehehe. Görünüşe göre süre\nsınırım neredeyse doldu.		Heheh.\nLooks like my time limit is almost up.	Хе-хе... Эх...\nКажется, моё время совсем на исходе.
event23_2	Sonic?!	ソニック！？		Sonic?!		Sonic?!	Sonic?!	¡Sonic!	Sonic?!		Sonic?!		Sonic!?	Соник?!
event23_3	Sorry. I don't mean to worry you\n...I'll be okay.	わりぃ　よけいな心配\nさせちまったな　…大丈夫だ		Tschuldige. Ich wollte dir keine Angst machen.\nDas wird schon wieder.		Scusa. Non volevo farti preoccupare\nper niene...sto bene.	Desculpa.\nNão queria te preocupar...vou ficar bem.	Lo siento. Te preocupé innecesariamente.\nTodo está bien.	Sorki, nie chciałem Cię martwić...\nNic mi nie będzie.		Üzgünüm. Seni endişelendirmek istemedim.\n...İyi olacağım.		Sorry. I don't mean to make you\nworry over nothing...I'm fine.	Извини, не хотел тебя беспокоить.\nВсё в норме!
event23_4	I'm so, so sorry.	本当にごめんなさい		Es tut mir so unendlich leid.		Mi dispiace veramente	Eu sinto muito, muito mesmo.	Lo siento mucho.	Bardzo, bardzo przepraszam.		Ben çok, çok üzgünüm.		I am truly sorry	Мне правда очень жаль,
event23_5	It's my fault that this happened to you...	こんなことに\n巻きこんでしまって…		Es ist nur meine Schuld,\ndass du das durchmachen musst...		Per averti trascinato in tutto questo...	É minha culpa que tudo isso aconteceu com você...	Lamento haberte involucrado en esto.	To moja wina, że Ci się to stało...		Bu durumun başına gelmesinden ben sorumluyum...		For dragging you into all this...	что втянула тебя во всё это.
event23_6	Really. Don't worry about it.	…\nいいんだ気にすんなって		Im Ernst, mach dir keinen Kopf.		...\nVa bene, non preoccuparti al riguardo.	Sério, não se preocupa com isso.	Está bien. No te preocupes.	Serio. Nie martw się o to.		Gerçekten. Endişelenme		...\nIt's okay, don't worry about it.	Да ладно, не переживай ты так.
event23_7	Just remember my promise...\nThe promise between me and you.	約束…　オレとオマエの約束\nわすれるなよ！		Denk nur immer an unser Versprechen...\nDas Versprechen zwischen dir und mir.		La nostra promessa...Non dimenticare la promessa\nche abbiamo fatto!	É só lembrar da minha promessa...\nA promessa entre eu e você.	Te lo prometo. No olvides la promesa que hicimos.	Po prostu pamiętaj o naszej obietnicy...\nObietnicy między mną a tobą.		Sadece siana verdiğim sözü hatırla...\nBenimle senin arandaki sözü.		Our promise...Don't for get the promise\nbetween you and me!	Помнишь наше обещание?\nТы смотри только, не забывай!
event23_8	I haven't forgotten that promise!	…約束\nわすれてないよ！！		Wie könnte ich das jemals vergessen!		...La nostra promessa.\nNon me ne sono dimenticato!!!	Eu não me esqueci dessa promessa!	No... no se me ha olvidado.	Nie zapomniałam o niej!		O sözü unutmadım!		...Our promise.\nI haven't forgotten!!	...обещание.\nЯ не забывала!
event23_9	I knew I could count on you, Shahra.	よし！		Ich wusste, ich kann auf dich zählen, Shahra.		Bene!	Sabia que podia contar com você Shahra.	¡Bien!	Wiedziałem, że moge na Ciebie liczyć Shahra.		Sana güvenebileceğimi biliyordum, Shahra.		All right!	Что ж!
event23_10	It's gonna takes more than some tiny\nflame to bring judgment down on me!	まったく　ただの炎のくせに\nオレをさばくだって！？　生意気だぜ		Es braucht weitaus mehr als so eine mickrige Flamme,\num mir die Lichter auszupusten!		Sinceramente, è solo una piccola fiamma,\ne dovrebbe giudicarmi!? Che arrogante.	Vai precisar de mais do que um foguinho\npra poder me castigar!	¡Y mira, es una pequeña llamita y pretende juzgarme!\n¡Qué descaro!	Jakiś mały płomyk nie wystarczy\nby sprowadzić na mnie wyrok!		Bana hüküm sürmek için küçücük\nbir alev yeterli olmayacak!		Honestly, it's just a tiny flame,\nand it's supposed to judge me!? How cocky of him.	Вот чёрт, неужели какой-то огонёк\nприкончит меня? Да ни в жизнь!
event23_11	Come on, let's go!	ちょい　いそぐとするか		Komm schon, bringen wir es zu Ende!		Sembra che ci dovremmo sbrigare.	Bora, vamos lá!	¡Pongámonos en marcha!	Dawaj, idziemy!		Pekala, hadi gidelim!		Guess we should hurry up a bit.	Мы уже близко, идём!
event23_12	Okay!	ハイ！		OK!		Giusto!	Certo!	¡Sí!	Okej!	OK！	Tamam!		Right!	Да!
														
event24_name	The Ring of Sadness	紫色の世界リングゲット！		Der lila Weltenring		Preso l'Anello Mondiale Viola!	Anel da Tristeza	¡Obteniendo el Anillo morado de la Tristeza!	Pierścień Smutku		Üzüntü Yüzüğü		Got the Purple World Ring!	Вы получили фиолетовое\nМировое кольцо!
event24_1	That's it.	これは…		Da ist er!		Questo è...	É isso.	Es...	To jest to.		İşte bu.		This is...	Это же...
event24_2	One of the seven World Rings.\nThis one is purple.	７つの世界リングのひとつ\n紫のリングね		Der letzte der sieben Weltenringe.\nDieser hier ist violett.		Uno dei sette Anelli Mondiali,\nl'anello viola.	Mais um dos sete Anéis do Mundo.\nEsse é roxo.	Uno de los siete Anillos mundiales, el Anillo morado.	Jeden z siedmiu Pierścieni Świata.\nTen jest fioletowy.		Yedi Dünya Yüzüğünden biri.\nBu mor renkli.		One of the seven World Rings,\nthe purple ring.	Одно из семи Мировых колец.\nФиолетовое кольцо.
event24_3	This one...\nThis one is sealed with sadness.	これは…\nこれには　悲しみが封印されている…		Woah! Der hier...\nDer hier ist mit Trauer erfüllt.		Questo qua...\nQuesto qua è sigillato dalla tristezza.	Esse...\nEsse está selado com tristeza.	Esto... esto encierra una profunda tristeza.	Ten... Ten jest\nzapieczętowany smutkiem.		Bu...\nBu, hüzünle mühürlenmiş.			Ох...\nВ нём... в этом кольце запечатана """грусть""".
event24_4	Just what are these rings all about, anyway?	いったい　何なのかしら…\nこのリングの秘密…		Was hat es mit diesen sieben Ringen\nüberhaupt auf sich?		Mi domando cosa sia il segreto di questi anelli...	O que são esse anéis afinal?	¿Pero cuál será el secreto de los Anillos?	O co w ogóle chodzi z tymi Pierścieniami?		Peki bu yüzüklerin amacı ne?		I wonder what the secret of these rings is...	Интересно, как действует... это кольцо?
